"R0000100","R4893600","R4893700","R4893800","R4893900","R4894000","R5459400","R5464100","R5473500","R5484100","R5532200","R5532300","R5532400","R5532500","R5532600","R7222400","R7227800","R7237200","R7248400","R7273600","R7273700","R7273800","R7273900","R7274000","R7274100","S0920800","S0920900","S0921000","S0921100","S0921200","S1530100","S1530200","S1530300","S1530400","S1530500","S1530600","S1530700","S1530800","S1530900","S1531000","S1535500","S1541700","S1552500","S1564300","S2000000","S2000100","S2000200","S2000300","S2000400","S2000500","S2000600","S2005400","S2011500","S2022300","S2034400","S3800000","S3800100","S3800200","S3800300","S3800400","S3800500","S3800600","S3800700","S3805700","S3812400","S3823200","S3835800","S4681900","S4682000","S4682100","S4682200","S4682300","S5400000","S5400100","S5400200","S5400300","S5400400","S5400500","S5400600","S5405600","S5412800","S5423200","S5436300","S7500000","S7500100","S7500200","S7500300","S7500400","S7500500","S7500600","S7500700","S7500800","S7506100","S7513700","S7525300","S7537100","S8332300","S8332400","S8332500","S8332600","S8332700","T0007500","T0007600","T0007700","T0007800","T0007900","T0008000","T0009400","T0014100","T0025600","T0033700","T2009900","T2010000","T2010100","T2010200","T2010300","T2010400","T2010500","T2010600","T2010700","T2012100","T2016200","T2020500","T2021300","T2782600","T2782700","T2782800","T2782900","T2783000","T3600200","T3600300","T3600400","T3600500","T3600600","T3600700","T3600800","T3600900","T3601000","T3601100","T3602100","T3606500","T3611200","T3612000","T5200700","T5200800","T5200900","T5201000","T5201100","T5201200","T5202300","T5206900","T5211600","T5211900","T6143700","T6143800","T6143900","T6144000","T6144100"
582,3,3,3,3,2,4,-4,3,1,1,-4,-4,-4,-4,4,-4,3,1,-4,-4,-4,-4,-4,-4,3,2,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,55000,3,1,-4,-4,-4,-4,-4,-4,-4,4,35000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,18250,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,48250,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,80770,3,1,4,3,4,2,3,-4,-4,-4,-4,-4,-4,4,32350,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,8250,3,1,4,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,1750,3,1,-4,-4,-4,-4,-4,-4,4,750,3,1,4,3,4,2,4
583,3,3,3,2,3,4,17500,2,1,2,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,4,2,4,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,2500,2,1,-4,-4,-4,-4,-4,-4,-4,3,44000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,3,-3,2,1,4,2,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,38750,2,1,3,-4,-4,-4,-4,-4,4,-3,2,1,4,2,4,2,4
584,3,2,3,2,4,4,41200,2,1,2,-4,-4,-4,-4,4,48000,2,1,-4,-4,-4,-4,-4,-4,4,1,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1900,1,0,-4,-4,-4,-4,-4,-4,-4,2,14879,1,0,-4,-4,-4,-4,-4,-4,-4,-4,2,3480,2,0,4,2,3,3,4,2,-4,-4,-4,-4,-4,-4,2,27751,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,37750,2,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,2,73420,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,73759,2,1,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,72344,2,1,-4,-4,-4,-4,-4,-4,2,70886,2,1,3,2,2,3,3
585,3,3,2,3,3,4,-4,2,1,-4,-4,-4,-4,-4,4,39500,2,1,-4,-4,-4,-4,-4,-4,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,30000,2,1,-4,-4,-4,-4,-4,-4,-4,4,70500,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,88000,2,1,4,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,92500,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,15250,3,1,2,3,3,2,4,-4,-4,-4,-4,-4,-4,4,19300,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,47500,2,1,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,98750,2,1,-4,-4,-4,-4,-4,-4,4,92000,2,1,3,3,4,2,4
586,4,3,3,3,4,4,20000,2,1,1,-4,-4,-4,-4,4,3000,2,1,1,-4,-4,-4,-4,-4,3,3,3,2,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,15000,2,1,1,-4,-4,-4,-4,-4,-4,4,20000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,12000,2,1,4,2,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,15000,2,1,3,3,2,3,3,-4,-4,-4,-4,-4,-4,4,44000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,11000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,32000,1,1,-4,-4,-4,-4,-4,-4,4,90750,1,1,3,3,3,2,4
587,3,2,3,2,4,4,-4,2,1,-4,-4,-4,-4,-4,4,-4,2,1,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,-4,-4,-4,-4,-4,4,7050,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,33600,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,80900,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,4,3,4,2,4,3,-4,-4,-4,-4,-4,4,86455,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,60000,3,1,4,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,66350,3,1,-4,-4,-4,-4,-4,-4,4,55700,3,1,4,3,3,3,3
588,4,4,3,3,2,4,17500,2,0,1,-4,-4,-4,-4,4,17500,2,1,1,-4,-4,-4,-4,-4,4,1,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,37500,2,0,-4,-4,-4,-4,-4,-4,-4,4,50,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,4,155000,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,4,15000,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,0,2,2,3,4,3,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
589,4,1,3,1,4,4,-3,2,1,-4,-4,-4,-4,-4,4,12000,2,1,-4,-4,-4,-4,-4,-4,3,2,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,25000,2,0,-4,-4,-4,-4,-4,-4,-4,4,34000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,15000,3,1,2,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,0,2,3,4,2,4,-4,-4,-4,-4,-4,-4,4,25000,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,4,20250,2,1,2,3,3,3,3
590,3,2,4,2,4,4,-4,2,1,-4,-4,-4,-4,-4,4,48000,2,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,63000,2,1,-4,-4,-4,-4,-4,-4,-4,4,66600,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,49217,2,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,125750,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,95250,3,1,3,3,3,2,4,-4,-4,-4,-4,-4,-4,4,81074,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,121608,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,29000,3,1,-4,-4,-4,-4,-4,-4,4,133000,3,1,3,2,3,2,4
591,3,2,4,2,4,4,-4,2,1,-4,-4,-4,-4,-4,4,15000,2,1,-4,-4,-4,-4,-4,-4,4,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,13000,2,1,1,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,45000,2,1,4,1,4,1,4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,107500,2,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,4,-3,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,72000,2,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,61750,2,1,-4,-4,-4,-4,-4,-4,4,62700,2,1,4,2,4,2,4
592,3,3,3,3,3,4,-4,2,1,-4,-4,-4,-4,-4,4,-4,2,1,-4,-4,-4,-4,-4,-4,3,3,3,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,45250,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,37750,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,51250,3,1,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,4,2,4
593,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
594,3,2,3,3,4,4,9905,3,1,1,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,3,1,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,5983,3,1,3,-4,-4,-4,-4,-4,-4,2,9000,3,1,3,-4,-4,-4,-4,-4,-4,-4,4,4980,2,1,4,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,7932,3,1,3,1,4,1,4,-4,-4,-4,-4,-4,-4,4,10768,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,8367,2,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,4,9500,2,1,4,1,4,3,4
595,3,2,2,3,4,4,2600,2,1,1,-4,-4,-4,-4,4,15476,2,1,-4,-4,-4,-4,-4,-4,3,3,3,3,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,16197,2,1,-4,-4,-4,-4,-4,-4,-4,4,5260,2,1,3,-4,-4,-4,-4,-4,-4,-4,4,8210,3,1,4,1,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,63370,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,30000,2,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,4,70000,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,30000,2,1,4,3,3,2,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,30000,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
596,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,-4,-4,-4,-4,4,62100,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
597,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,17000,3,1,3,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3,-4,-4,-4,3,20000,2,1,3,2,4,2,4
598,3,3,4,2,4,4,40000,2,1,-4,-4,-4,-4,-4,4,50000,2,2,-4,-4,-4,-4,-4,-4,3,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,37500,2,2,1,-4,-4,-4,-4,-4,-4,4,25000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,48500,2,1,4,3,4,1,4,-4,-4,-4,-4,-4,-4,-4,4,53200,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,61000,2,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,4,63790,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,54909,2,1,3,2,4,2,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,52779,2,1,-4,-4,-4,-4,-4,-4,4,-3,2,1,3,3,4,2,4
599,3,3,3,2,4,4,86560,2,1,2,-4,-4,-4,-4,4,36000,2,2,-4,-4,-4,-4,-4,-4,3,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,127500,2,2,-4,-4,-4,-4,-4,-4,-4,4,-3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,-2,2,-2,2,4,-4,-4,-4,-4,-4,-4,-4,4,48000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,4,0,3,3,3,2,4,-4,-4,-4,-4,-4,-4,4,93000,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,58000,2,0,3,1,-2,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,68024,4,2,-4,-4,-4,-4,-4,-4,4,89000,2,0,3,2,3,2,4
600,4,2,3,2,4,4,-4,2,1,-4,-4,-4,-4,-4,4,-4,2,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-4,2,1,-4,-4,-4,-4,-4,-4,-4,4,55800,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,37500,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,70000,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,10000,2,1,3,2,3,3,4,1,-4,-4,-4,-4,-4,4,79000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,74250,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,105000,3,1,-4,-4,-4,-4,-4,-4,4,112500,3,1,4,2,3,2,3
601,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-3,2,1,1,-4,-4,-4,-4,-4,1,3,3,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,4,12000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,43050,2,1,1,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,4,66500,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,73009,2,1,2,3,3,2,4,-4,-4,-4,-4,-4,-4,4,55000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,14000,2,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,65000,2,1,-4,-4,-4,-4,-4,-4,4,37750,2,1,3,3,3,2,-2
602,4,2,3,2,3,4,55000,2,1,2,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,4,3,3,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,0,2,1,2,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,3,3,3,3,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,4,3,2,2,3,3,-4,-4,-4,-4,-4,4,-3,2,1,2,-4,-4,-4,-4,-4,-4,-4,-4,4,7500,3,1,3,2,3,2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,15800,3,1,-4,-4,-4,-4,-4,-4,4,7500,3,1,4,2,3,2,4
603,4,1,3,1,3,4,-4,2,1,-4,-4,-4,-4,-4,4,75000,2,1,-4,-4,-4,-4,-4,-4,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,150000,2,1,-4,-4,-4,-4,-4,-4,-4,4,99000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,421368,3,1,3,2,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,4,95500,2,1,3,2,3,2,3,-4,-4,-4,-4,-4,-4,4,142000,2,1,2,-4,-4,-4,-4,-4,-4,-4,-4,4,104000,2,2,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,45000,2,1,-4,-4,-4,-4,-4,-4,4,115000,2,1,3,2,4,1,4
604,3,2,3,1,3,4,35000,2,1,1,-4,-4,-4,-4,4,22000,2,1,1,-4,-4,-4,-4,-4,3,2,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,30000,2,1,-4,-4,-4,-4,-4,-4,-4,4,33750,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,43800,2,1,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,4,70050,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,46065,2,1,3,3,3,2,4,-4,-4,-4,-4,-4,-4,4,120054,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,105000,2,2,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,103500,2,2,-4,-4,-4,-4,-4,-4,4,98000,2,1,3,3,3,2,4
605,3,2,4,1,4,4,17000,2,1,2,-4,-4,-4,-4,4,37500,2,1,-4,-4,-4,-4,-4,-4,3,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,0,2,1,1,-4,-4,-4,-4,-4,-4,4,17500,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,24000,3,2,3,2,2,2,4,1,-4,-4,-4,-4,-4,-4,4,58694,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,-4,4,9023,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,20000,3,1,3,3,4,1,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,39775,1,1,2,-4,-4,-4,-4,-4,4,33577,3,1,4,1,3,2,3
606,4,2,3,2,4,4,-3,2,1,3,3,1,-4,-4,4,11500,3,1,-4,-4,-4,-4,-4,-4,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,39200,2,1,-4,-4,-4,-4,-4,-4,-4,4,1500,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,19969,3,1,4,4,1,4,3,-4,-4,-4,-4,-4,-4,-4,4,17500,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,4,20000,3,1,4,3,3,2,4,-4,-4,-4,-4,-4,-4,4,10000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,12000,3,1,2,4,2,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,2,12000,3,1,-4,-4,-4,-4,-4,-4,2,47000,3,1,3,4,4,2,4
607,3,4,2,3,3,4,10000,1,1,-4,-4,-4,-4,-4,4,16500,3,1,-4,-4,-4,-4,-4,-4,4,4,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,14500,3,1,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,4,51000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,47000,3,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,4,66000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,84524,3,1,2,3,4,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,68843,3,1,-4,-4,-4,-4,-4,-4,4,72014,3,1,3,3,3,3,3
608,3,2,4,2,4,3,-4,3,1,-4,-4,-4,-4,-4,3,75000,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,62500,3,1,-4,-4,-4,-4,-4,-4,-4,3,80000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,3,87000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,3,85000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,91000,3,1,3,3,3,2,4,1,-4,-4,-4,-4,-4,3,60000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,87000,3,1,3,2,3,2,4,2,1,2,-4,-4,-4,-4,-4,-4,-4,3,32090,3,1,-4,-4,-4,-4,-4,-4,3,82000,3,1,3,3,3,3,3
609,3,2,4,1,4,4,-4,2,1,-4,-4,-4,-4,-4,4,98250,2,1,-4,-4,-4,-4,-4,-4,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,121500,2,1,-4,-4,-4,-4,-4,-4,-4,4,121760,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,0,3,3,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,4,48000,2,1,4,3,4,2,4,-4,-4,-4,-4,-4,-4,4,71250,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,4,85098,2,1,3,3,3,2,4
610,3,2,3,2,4,4,85000,2,1,1,1,-4,-4,-4,4,95000,2,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,122500,2,1,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,75000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,135750,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,163750,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,4,112000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,46785,3,1,3,-4,-4,-4,-4,-4,4,30750,3,1,3,2,4,2,4
611,4,1,4,1,4,4,-4,2,1,-4,-4,-4,-4,-4,4,-4,2,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,112500,2,1,-4,-4,-4,-4,-4,-4,-4,4,79000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,114250,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,110000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,120000,3,1,4,2,4,1,4,-4,-4,-4,-4,-4,-4,4,112750,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
612,3,2,3,2,4,4,-4,2,1,-4,-4,-4,-4,-4,4,-4,2,1,-4,-4,-4,-4,-4,-4,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,117600,2,1,-4,-4,-4,-4,-4,-4,-4,4,107500,2,1,2,-4,-4,-4,-4,-4,-4,-4,4,4500,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,4575,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,6000,2,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,4,9000,2,1,2,-4,-4,-4,-4,-4,-4,-4,-4,4,103000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,86250,3,1,-4,-4,-4,-4,-4,-4,4,107000,3,1,3,2,3,2,4
